id,slug,category,name_zh,name_en,name_ja,price_range,is_hot,is_new,min_quantity,tag_line_zh,tag_sub_zh,tag_line_en,tag_sub_en,tag_line_ja,tag_sub_ja,prompt_zh_hk,prompt_en,prompt_ja,scene_keywords,target_audience,material_keywords
PB-007,large-bags,paper-bags,大號紙袋,Large Bags,大判紙袋,HK$6-15/個,FALSE,FALSE,100,大號紙袋｜100個 HK$6起,免費設計・即日交貨,Large Bags｜From HK$6,Free Design · Same Day,大判紙袋｜100個 HK$6〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：大號紙袋｜100個 HK$6起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个大號紙袋，專業四色印刷色彩鮮豔，袋内微露礼品或商品，纸袋纹理清晰可见。背景虚化精品店橱窗或婚礼迎宾区，柔和香槟金调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Large Bags｜From HK$6, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Large Bags, professional 4-color printing vibrant colors, gifts or products slightly visible inside, paper texture clearly shown. Background: blurred boutique window or wedding welcome area, soft champagne gold tone. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：大判紙袋｜100個 HK$6〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：大判紙袋100個、プロ4色印刷鮮やかな色彩、中からギフトや商品が少し見える、紙の質感がはっきり見える。背景：ぼかしたブティックの窓やウェディング受付エリア、柔らかいシャンパンゴールド調。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",精品店橱窗或婚礼迎宾区,零售/餐飲/婚禮,專業四色印刷色彩鮮豔
FL-001,a4-flyers,flyers,A4宣傳單張,A4 Flyers,A4チラシ,HK$0.18-0.65/張,TRUE,FALSE,100,A4宣傳單張｜100張 HK$0.18起,熱賣中・免費設計,A4 Flyers｜From HK$0.18,Hot Sale · Free Design,A4チラシ｜100枚 HK$0.18〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：A4宣傳單張｜100張 HK$0.18起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张A4宣傳單張，專業四色印刷色彩鮮豔，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: A4 Flyers｜From HK$0.18, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 A4 Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：A4チラシ｜100枚 HK$0.18〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：A4チラシ100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,專業四色印刷色彩鮮豔
FL-002,a5-flyers,flyers,A5宣傳單張,A5 Flyers,A5チラシ,HK$0.12-0.40/張,TRUE,FALSE,100,A5宣傳單張｜100張 HK$0.12起,熱賣中・免費設計,A5 Flyers｜From HK$0.12,Hot Sale · Free Design,A5チラシ｜100枚 HK$0.12〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：A5宣傳單張｜100張 HK$0.12起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张A5宣傳單張，專業四色印刷色彩鮮豔，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: A5 Flyers｜From HK$0.12, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 A5 Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：A5チラシ｜100枚 HK$0.12〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：A5チラシ100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,專業四色印刷色彩鮮豔
FL-003,double-sided-flyers,flyers,雙面宣傳單張,Double-sided Flyers,両面チラシ,HK$0.22-0.80/張,TRUE,FALSE,100,雙面宣傳單張｜100張 HK$0.22起,熱賣中・免費設計,Double-sided Flyers｜From HK$0.22,Hot Sale · Free Design,両面チラシ｜100枚 HK$0.22〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：雙面宣傳單張｜100張 HK$0.22起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张雙面宣傳單張，專業四色印刷色彩鮮豔，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Double-sided Flyers｜From HK$0.22, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Double-sided Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：両面チラシ｜100枚 HK$0.22〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：両面チラシ100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,專業四色印刷色彩鮮豔
FL-004,folded-leaflets,flyers,摺疊宣傳單張,Folded Leaflets,折りたたみパンフレット,HK$0.45-1.60/張,FALSE,FALSE,100,摺疊宣傳單張｜100張 HK$0.45起,免費設計・即日交貨,Folded Leaflets｜From HK$0.45,Free Design · Same Day,折りたたみパンフレット｜100枚 HK$0.45〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：摺疊宣傳單張｜100張 HK$0.45起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张摺疊宣傳單張，專業四色印刷色彩鮮豔，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Folded Leaflets｜From HK$0.45, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Folded Leaflets, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：折りたたみパンフレット｜100枚 HK$0.45〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：折りたたみパンフレット100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,專業四色印刷色彩鮮豔
FL-005,thick-paper-flyers,flyers,厚紙宣傳單張,Thick Paper Flyers,厚紙チラシ,HK$0.28-0.95/張,FALSE,FALSE,100,厚紙宣傳單張｜100張 HK$0.28起,免費設計・即日交貨,Thick Paper Flyers｜From HK$0.28,Free Design · Same Day,厚紙チラシ｜100枚 HK$0.28〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：厚紙宣傳單張｜100張 HK$0.28起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张厚紙宣傳單張，厚實紙質手感極佳，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Thick Paper Flyers｜From HK$0.28, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Thick Paper Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：厚紙チラシ｜100枚 HK$0.28〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：厚紙チラシ100枚、厚紙優れた手触り、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,厚實紙質手感極佳
FL-007,eco-flyers,flyers,環保宣傳單張,Eco Flyers,エコチラシ,HK$0.22-0.80/張,FALSE,FALSE,100,環保宣傳單張｜100張 HK$0.22起,免費設計・即日交貨,Eco Flyers｜From HK$0.22,Free Design · Same Day,エコチラシ｜100枚 HK$0.22〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：環保宣傳單張｜100張 HK$0.22起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张環保宣傳單張，FSC環保認證材質，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Eco Flyers｜From HK$0.22, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Eco Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：エコチラシ｜100枚 HK$0.22〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：エコチラシ100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,FSC環保認證材質
FL-008,same-day-flyers,flyers,即日宣傳單張,Same-day Flyers,即日チラシ,HK$0.32-1.20/張,TRUE,FALSE,100,即日宣傳單張｜100張 HK$0.32起,熱賣中・免費設計,Same-day Flyers｜From HK$0.32,Hot Sale · Free Design,即日チラシ｜100枚 HK$0.32〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：即日宣傳單張｜100張 HK$0.32起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100张即日宣傳單張，專業四色印刷色彩鮮豔，展示真实印刷效果。背景虚化旺角街头社区布告栏，暖黄路灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Same-day Flyers｜From HK$0.32, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 Same-day Flyers, professional 4-color printing vibrant colors, showing real printing effect. Background: blurred Mong Kok street noticeboard, warm yellow street light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：即日チラシ｜100枚 HK$0.32〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：即日チラシ100枚、プロ4色印刷鮮やかな色彩、実際の印刷効果を展示。背景：ぼかしたモンコックの街の掲示板、暖かい黄色の街灯。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头社区布告栏,活動/餐飲/教育,專業四色印刷色彩鮮豔
PO-001,a2-posters,posters,A2海報印刷,A2 Posters,A2ポスター,HK$10-35/張,TRUE,FALSE,100,A2海報印刷｜100張 HK$10起,熱賣中・免費設計,A2 Posters｜From HK$10,Hot Sale · Free Design,A2ポスター｜100枚 HK$10〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：A2海報印刷｜100張 HK$10起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为一张A2海報印刷展示在木纹展板或X展架上，專業四色印刷色彩鮮豔，边角微翘展示真实材质。背景虚化旺角街头或展會現場，自然暖光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: A2 Posters｜From HK$10, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: one A2 Posters displayed on wood display board or X-stand, professional 4-color printing vibrant colors, slightly curled edges showing real material. Background: blurred Mong Kok street or exhibition venue, natural warm light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：A2ポスター｜100枚 HK$10〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：木製展示ボードまたはXスタンドに展示されたA2ポスター1枚、プロ4色印刷鮮やかな色彩、わずかにめくれた縁で実際の素材を見せる。背景：ぼかしたモンコックの街や展示会場、自然な暖かい光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头或展會現場,活動/零售/教育,專業四色印刷色彩鮮豔
PO-002,a1-posters,posters,A1大幅海報,A1 Large Posters,A1大型ポスター,HK$20-70/張,TRUE,FALSE,100,A1大幅海報｜100張 HK$20起,熱賣中・免費設計,A1 Large Posters｜From HK$20,Hot Sale · Free Design,A1大型ポスター｜100枚 HK$20〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：A1大幅海報｜100張 HK$20起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为一张A1大幅海報展示在木纹展板或X展架上，專業四色印刷色彩鮮豔，边角微翘展示真实材质。背景虚化旺角街头或展會現場，自然暖光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: A1 Large Posters｜From HK$20, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: one A1 Large Posters displayed on wood display board or X-stand, professional 4-color printing vibrant colors, slightly curled edges showing real material. Background: blurred Mong Kok street or exhibition venue, natural warm light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：A1大型ポスター｜100枚 HK$20〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：木製展示ボードまたはXスタンドに展示されたA1大型ポスター1枚、プロ4色印刷鮮やかな色彩、わずかにめくれた縁で実際の素材を見せる。背景：ぼかしたモンコックの街や展示会場、自然な暖かい光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头或展會現場,活動/零售/教育,專業四色印刷色彩鮮豔
PO-003,outdoor-posters,posters,戶外海報,Outdoor Posters,屋外ポスター,HK$16-55/張,TRUE,FALSE,100,戶外海報｜100張 HK$16起,熱賣中・免費設計,Outdoor Posters｜From HK$16,Hot Sale · Free Design,屋外ポスター｜100枚 HK$16〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：戶外海報｜100張 HK$16起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为一张戶外海報展示在木纹展板或X展架上，防水材質耐用可靠，边角微翘展示真实材质。背景虚化旺角街头或展會現場，自然暖光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Outdoor Posters｜From HK$16, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: one Outdoor Posters displayed on wood display board or X-stand, UV coating dimensional gloss, slightly curled edges showing real material. Background: blurred Mong Kok street or exhibition venue, natural warm light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：屋外ポスター｜100枚 HK$16〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：木製展示ボードまたはXスタンドに展示された屋外ポスター1枚、UVコーティング立体的な光沢，防水素材耐久性あり、わずかにめくれた縁で実際の素材を見せる。背景：ぼかしたモンコックの街や展示会場、自然な暖かい光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头或展會現場,活動/零售/教育,防水材質耐用可靠
PO-004,display-posters,posters,展架海報,Display Posters,展示用ポスター,HK$32-100/套,FALSE,FALSE,100,展架海報｜100張 HK$32起,免費設計・即日交貨,Display Posters｜From HK$32,Free Design · Same Day,展示用ポスター｜100枚 HK$32〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：展架海報｜100張 HK$32起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为一张展架海報展示在木纹展板或X展架上，專業四色印刷色彩鮮豔，边角微翘展示真实材质。背景虚化旺角街头或展會現場，自然暖光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Display Posters｜From HK$32, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: one Display Posters displayed on wood display board or X-stand, professional 4-color printing vibrant colors, slightly curled edges showing real material. Background: blurred Mong Kok street or exhibition venue, natural warm light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：展示用ポスター｜100枚 HK$32〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：木製展示ボードまたはXスタンドに展示された展示用ポスター1枚、プロ4色印刷鮮やかな色彩、わずかにめくれた縁で実際の素材を見せる。背景：ぼかしたモンコックの街や展示会場、自然な暖かい光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头或展會現場,活動/零售/教育,專業四色印刷色彩鮮豔
PO-005,art-posters,posters,藝術海報,Art Posters,アートポスター,HK$26-85/張,FALSE,FALSE,100,藝術海報｜100張 HK$26起,免費設計・即日交貨,Art Posters｜From HK$26,Free Design · Same Day,アートポスター｜100枚 HK$26〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：藝術海報｜100張 HK$26起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为一张藝術海報展示在木纹展板或X展架上，專業四色印刷色彩鮮豔，边角微翘展示真实材质。背景虚化旺角街头或展會現場，自然暖光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Art Posters｜From HK$26, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: one Art Posters displayed on wood display board or X-stand, professional 4-color printing vibrant colors, slightly curled edges showing real material. Background: blurred Mong Kok street or exhibition venue, natural warm light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：アートポスター｜100枚 HK$26〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：木製展示ボードまたはXスタンドに展示されたアートポスター1枚、プロ4色印刷鮮やかな色彩、わずかにめくれた縁で実際の素材を見せる。背景：ぼかしたモンコックの街や展示会場、自然な暖かい光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",旺角街头或展會現場,活動/零售/教育,專業四色印刷色彩鮮豔
